test	taille	tri	tableau	exectime	memory
107	29888		decroissant	0.00 1256
107	29888		triPartiel	0.00 1168
108	10922		croissant	0.00 1208
108	10922		decroissant	0.00 1252
108	10922		triPartiel	0.00 1164
108	10922		croissant	0.00 1160
108	10922		decroissant	0.00 1196
108	10922		triPartiel	0.00 1196
109	15085		croissant	0.00 1188
109	15085		decroissant	0.00 1224
109	15085		triPartiel	0.00 1168
109	15085		croissant	0.00 1196
109	15085		decroissant	0.00 1176
109	15085		triPartiel	0.00 1176
110	16886		croissant	0.00 1228
110	16886		decroissant	0.00 1172
110	16886		triPartiel	0.00 1228
110	16886		croissant	0.00 1216
110	16886		decroissant	0.00 1164
110	16886		triPartiel	0.00 1180
111	8888		croissant	0.00 1216
111	8888		decroissant	0.00 1252
111	8888		triPartiel	0.00 1164
111	8888		croissant	0.00 1252
111	8888		decroissant	0.00 1196
111	8888		triPartiel	0.00 1204
112	439		croissant	0.00 1212
112	439		decroissant	0.00 1176
112	439		triPartiel	0.00 1220
112	439		croissant	0.00 1180
112	439		decroissant	0.00 1244
112	439		triPartiel	0.00 1160
113	25762		croissant	0.00 1188
113	25762		decroissant	0.00 1228
113	25762		triPartiel	0.00 1168
113	25762		croissant	0.00 1168
113	25762		decroissant	0.00 1228
113	25762		triPartiel	0.00 1184
114	28473		croissant	0.00 1252
114	28473		decroissant	0.00 1200
114	28473		triPartiel	0.00 1156
114	28473		croissant	0.00 1180
114	28473		decroissant	0.00 1248
114	28473		triPartiel	0.00 1160
115	13418		croissant	0.00 1180
115	13418		decroissant	0.00 1212
115	13418		triPartiel	0.00 1176
115	13418		croissant	0.00 1180
115	13418		decroissant	0.00 1216
115	13418		triPartiel	0.00 1196
116	17070		croissant	0.00 1248
116	17070		decroissant	0.00 1192
116	17070		triPartiel	0.00 1176
116	17070		croissant	0.00 1212
116	17070		decroissant	0.00 1216
116	17070		triPartiel	0.00 1172
117	466		croissant	0.00 1216
117	466		decroissant	0.00 1252
117	466		triPartiel	0.00 1220
117	466		croissant	0.00 1256
117	466		decroissant	0.00 1220
117	466		triPartiel	0.00 1180
118	14418		croissant	0.00 1248
118	14418		decroissant	0.00 1212
118	14418		triPartiel	0.00 1216
118	14418		croissant	0.00 1172
118	14418		decroissant	0.00 1252
118	14418		triPartiel	0.00 1184
119	21031		croissant	0.00 1192
119	21031		decroissant	0.00 1176
119	21031		triPartiel	0.00 1168
119	21031		croissant	0.00 1176
119	21031		decroissant	0.00 1256
119	21031		triPartiel	0.00 1216
120	13426		croissant	0.00 1212
120	13426		decroissant	0.00 1184
120	13426		triPartiel	0.00 1204
120	13426		croissant	0.00 1168
120	13426		decroissant	0.00 1248
120	13426		triPartiel	0.00 1252
121	28570		croissant	0.00 1248
121	28570		decroissant	0.00 1180
121	28570		triPartiel	0.00 1176
121	28570		croissant	0.00 1220
121	28570		decroissant	0.00 1248
121	28570		triPartiel	0.00 1228
122	15547		croissant	0.00 1200
122	15547		decroissant	0.00 1192
122	15547		triPartiel	0.00 1192
122	15547		croissant	0.00 1156
122	15547		decroissant	0.00 1180
122	15547		triPartiel	0.00 1176
123	28993		croissant	0.00 1216
123	28993		decroissant	0.00 1168
